table_name,column_pysical_name,column_logical_name,invalid_flag,special_translation,original_category,category,meaning,minimum_class,class_2,class_3,class_4,class_5,class_6,class_7,maximum_class,minimum_class_name,class_name_2,class_name_3,class_name_4,class_name_5,class_name_6,class_name_7,maximum_class_name,strength,note,valid_from,valid_to
"a_bac","sold_flag","馬券発売フラグ","0","0","0","10110110","単勝なし-複勝あり-枠連なし-馬連なし-馬単あり-ワイドなし-３連複なし-３連単あり","1","0","1","1","0","1","1","0","単勝なし","複勝あり","枠連なし","馬連なし","馬単あり","ワイドなし","３連複なし","３連単あり","","","",""
"a_bac","sold_flag","馬券発売フラグ","0","0","0","10110111","単勝なし-複勝あり-枠連なし-馬連なし-馬単あり-ワイドなし-３連複なし-３連単なし","1","0","1","1","0","1","1","1","単勝なし","複勝あり","枠連なし","馬連なし","馬単あり","ワイドなし","３連複なし","３連単なし","","","",""
"a_bac","sold_flag","馬券発売フラグ","0","0","0","10111000","単勝なし-複勝あり-枠連なし-馬連なし-馬単なし-ワイドあり-３連複あり-３連単あり","1","0","1","1","1","0","0","0","単勝なし","複勝あり","枠連なし","馬連なし","馬単なし","ワイドあり","３連複あり","３連単あり","","","",""
"a_bac","sold_flag","馬券発売フラグ","0","0","0","10111001","単勝なし-複勝あり-枠連なし-馬連なし-馬単なし-ワイドあり-３連複あり-３連単なし","1","0","1","1","1","0","0","1","単勝なし","複勝あり","枠連なし","馬連なし","馬単なし","ワイドあり","３連複あり","３連単なし","","","",""
"a_bac","sold_flag","馬券発売フラグ","0","0","0","10111010","単勝なし-複勝あり-枠連なし-馬連なし-馬単なし-ワイドあり-３連複なし-３連単あり","1","0","1","1","1","0","1","0","単勝なし","複勝あり","枠連なし","馬連なし","馬単なし","ワイドあり","３連複なし","３連単あり","","","",""
"a_bac","sold_flag","馬券発売フラグ","0","0","0","10111011","単勝なし-複勝あり-枠連なし-馬連なし-馬単なし-ワイドあり-３連複なし-３連単なし","1","0","1","1","1","0","1","1","単勝なし","複勝あり","枠連なし","馬連なし","馬単なし","ワイドあり","３連複なし","３連単なし","","","",""
"a_bac","sold_flag","馬券発売フラグ","0","0","0","10111100","単勝なし-複勝あり-枠連なし-馬連なし-馬単なし-ワイドなし-３連複あり-３連単あり","1","0","1","1","1","1","0","0","単勝なし","複勝あり","枠連なし","馬連なし","馬単なし","ワイドなし","３連複あり","３連単あり","","","",""
"a_bac","sold_flag","馬券発売フラグ","0","0","0","10111101","単勝なし-複勝あり-枠連なし-馬連なし-馬単なし-ワイドなし-３連複あり-３連単なし","1","0","1","1","1","1","0","1","単勝なし","複勝あり","枠連なし","馬連なし","馬単なし","ワイドなし","３連複あり","３連単なし","","","",""
"a_bac","sold_flag","馬券発売フラグ","0","0","0","10111110","単勝なし-複勝あり-枠連なし-馬連なし-馬単なし-ワイドなし-３連複なし-３連単あり","1","0","1","1","1","1","1","0","単勝なし","複勝あり","枠連なし","馬連なし","馬単なし","ワイドなし","３連複なし","３連単あり","","","",""
"a_bac","sold_flag","馬券発売フラグ","0","0","0","10111111","単勝なし-複勝あり-枠連なし-馬連なし-馬単なし-ワイドなし-３連複なし-３連単なし","1","0","1","1","1","1","1","1","単勝なし","複勝あり","枠連なし","馬連なし","馬単なし","ワイドなし","３連複なし","３連単なし","","","",""
"a_bac","sold_flag","馬券発売フラグ","0","0","0","11000000","単勝なし-複勝なし-枠連あり-馬連あり-馬単あり-ワイドあり-３連複あり-３連単あり","1","1","0","0","0","0","0","0","単勝なし","複勝なし","枠連あり","馬連あり","馬単あり","ワイドあり","３連複あり","３連単あり","","","",""
"a_bac","sold_flag","馬券発売フラグ","0","0","0","11000001","単勝なし-複勝なし-枠連あり-馬連あり-馬単あり-ワイドあり-３連複あり-３連単なし","1","1","0","0","0","0","0","1","単勝なし","複勝なし","枠連あり","馬連あり","馬単あり","ワイドあり","３連複あり","３連単なし","","","",""
"a_bac","sold_flag","馬券発売フラグ","0","0","0","11000010","単勝なし-複勝なし-枠連あり-馬連あり-馬単あり-ワイドあり-３連複なし-３連単あり","1","1","0","0","0","0","1","0","単勝なし","複勝なし","枠連あり","馬連あり","馬単あり","ワイドあり","３連複なし","３連単あり","","","",""
"a_bac","sold_flag","馬券発売フラグ","0","0","0","11000011","単勝なし-複勝なし-枠連あり-馬連あり-馬単あり-ワイドあり-３連複なし-３連単なし","1","1","0","0","0","0","1","1","単勝なし","複勝なし","枠連あり","馬連あり","馬単あり","ワイドあり","３連複なし","３連単なし","","","",""
"a_bac","sold_flag","馬券発売フラグ","0","0","0","11000100","単勝なし-複勝なし-枠連あり-馬連あり-馬単あり-ワイドなし-３連複あり-３連単あり","1","1","0","0","0","1","0","0","単勝なし","複勝なし","枠連あり","馬連あり","馬単あり","ワイドなし","３連複あり","３連単あり","","","",""
"a_bac","sold_flag","馬券発売フラグ","0","0","0","11000101","単勝なし-複勝なし-枠連あり-馬連あり-馬単あり-ワイドなし-３連複あり-３連単なし","1","1","0","0","0","1","0","1","単勝なし","複勝なし","枠連あり","馬連あり","馬単あり","ワイドなし","３連複あり","３連単なし","","","",""
"a_bac","sold_flag","馬券発売フラグ","0","0","0","11000110","単勝なし-複勝なし-枠連あり-馬連あり-馬単あり-ワイドなし-３連複なし-３連単あり","1","1","0","0","0","1","1","0","単勝なし","複勝なし","枠連あり","馬連あり","馬単あり","ワイドなし","３連複なし","３連単あり","","","",""
"a_bac","sold_flag","馬券発売フラグ","0","0","0","11000111","単勝なし-複勝なし-枠連あり-馬連あり-馬単あり-ワイドなし-３連複なし-３連単なし","1","1","0","0","0","1","1","1","単勝なし","複勝なし","枠連あり","馬連あり","馬単あり","ワイドなし","３連複なし","３連単なし","","","",""
"a_bac","sold_flag","馬券発売フラグ","0","0","0","11001000","単勝なし-複勝なし-枠連あり-馬連あり-馬単なし-ワイドあり-３連複あり-３連単あり","1","1","0","0","1","0","0","0","単勝なし","複勝なし","枠連あり","馬連あり","馬単なし","ワイドあり","３連複あり","３連単あり","","","",""
"a_bac","sold_flag","馬券発売フラグ","0","0","0","11001001","単勝なし-複勝なし-枠連あり-馬連あり-馬単なし-ワイドあり-３連複あり-３連単なし","1","1","0","0","1","0","0","1","単勝なし","複勝なし","枠連あり","馬連あり","馬単なし","ワイドあり","３連複あり","３連単なし","","","",""
"a_bac","sold_flag","馬券発売フラグ","0","0","0","11001010","単勝なし-複勝なし-枠連あり-馬連あり-馬単なし-ワイドあり-３連複なし-３連単あり","1","1","0","0","1","0","1","0","単勝なし","複勝なし","枠連あり","馬連あり","馬単なし","ワイドあり","３連複なし","３連単あり","","","",""
"a_bac","sold_flag","馬券発売フラグ","0","0","0","11001011","単勝なし-複勝なし-枠連あり-馬連あり-馬単なし-ワイドあり-３連複なし-３連単なし","1","1","0","0","1","0","1","1","単勝なし","複勝なし","枠連あり","馬連あり","馬単なし","ワイドあり","３連複なし","３連単なし","","","",""
"a_bac","sold_flag","馬券発売フラグ","0","0","0","11001100","単勝なし-複勝なし-枠連あり-馬連あり-馬単なし-ワイドなし-３連複あり-３連単あり","1","1","0","0","1","1","0","0","単勝なし","複勝なし","枠連あり","馬連あり","馬単なし","ワイドなし","３連複あり","３連単あり","","","",""
"a_bac","sold_flag","馬券発売フラグ","0","0","0","11001101","単勝なし-複勝なし-枠連あり-馬連あり-馬単なし-ワイドなし-３連複あり-３連単なし","1","1","0","0","1","1","0","1","単勝なし","複勝なし","枠連あり","馬連あり","馬単なし","ワイドなし","３連複あり","３連単なし","","","",""
"a_bac","sold_flag","馬券発売フラグ","0","0","0","11001110","単勝なし-複勝なし-枠連あり-馬連あり-馬単なし-ワイドなし-３連複なし-３連単あり","1","1","0","0","1","1","1","0","単勝なし","複勝なし","枠連あり","馬連あり","馬単なし","ワイドなし","３連複なし","３連単あり","","","",""
"a_bac","sold_flag","馬券発売フラグ","0","0","0","11001111","単勝なし-複勝なし-枠連あり-馬連あり-馬単なし-ワイドなし-３連複なし-３連単なし","1","1","0","0","1","1","1","1","単勝なし","複勝なし","枠連あり","馬連あり","馬単なし","ワイドなし","３連複なし","３連単なし","","","",""
"a_bac","sold_flag","馬券発売フラグ","0","0","0","11010000","単勝なし-複勝なし-枠連あり-馬連なし-馬単あり-ワイドあり-３連複あり-３連単あり","1","1","0","1","0","0","0","0","単勝なし","複勝なし","枠連あり","馬連なし","馬単あり","ワイドあり","３連複あり","３連単あり","","","",""
"a_bac","sold_flag","馬券発売フラグ","0","0","0","11010001","単勝なし-複勝なし-枠連あり-馬連なし-馬単あり-ワイドあり-３連複あり-３連単なし","1","1","0","1","0","0","0","1","単勝なし","複勝なし","枠連あり","馬連なし","馬単あり","ワイドあり","３連複あり","３連単なし","","","",""
"a_bac","sold_flag","馬券発売フラグ","0","0","0","11010010","単勝なし-複勝なし-枠連あり-馬連なし-馬単あり-ワイドあり-３連複なし-３連単あり","1","1","0","1","0","0","1","0","単勝なし","複勝なし","枠連あり","馬連なし","馬単あり","ワイドあり","３連複なし","３連単あり","","","",""
"a_bac","sold_flag","馬券発売フラグ","0","0","0","11010011","単勝なし-複勝なし-枠連あり-馬連なし-馬単あり-ワイドあり-３連複なし-３連単なし","1","1","0","1","0","0","1","1","単勝なし","複勝なし","枠連あり","馬連なし","馬単あり","ワイドあり","３連複なし","３連単なし","","","",""
"a_bac","sold_flag","馬券発売フラグ","0","0","0","11010100","単勝なし-複勝なし-枠連あり-馬連なし-馬単あり-ワイドなし-３連複あり-３連単あり","1","1","0","1","0","1","0","0","単勝なし","複勝なし","枠連あり","馬連なし","馬単あり","ワイドなし","３連複あり","３連単あり","","","",""
"a_bac","sold_flag","馬券発売フラグ","0","0","0","11010101","単勝なし-複勝なし-枠連あり-馬連なし-馬単あり-ワイドなし-３連複あり-３連単なし","1","1","0","1","0","1","0","1","単勝なし","複勝なし","枠連あり","馬連なし","馬単あり","ワイドなし","３連複あり","３連単なし","","","",""
"a_bac","sold_flag","馬券発売フラグ","0","0","0","11010110","単勝なし-複勝なし-枠連あり-馬連なし-馬単あり-ワイドなし-３連複なし-３連単あり","1","1","0","1","0","1","1","0","単勝なし","複勝なし","枠連あり","馬連なし","馬単あり","ワイドなし","３連複なし","３連単あり","","","",""
"a_bac","sold_flag","馬券発売フラグ","0","0","0","11010111","単勝なし-複勝なし-枠連あり-馬連なし-馬単あり-ワイドなし-３連複なし-３連単なし","1","1","0","1","0","1","1","1","単勝なし","複勝なし","枠連あり","馬連なし","馬単あり","ワイドなし","３連複なし","３連単なし","","","",""
"a_bac","sold_flag","馬券発売フラグ","0","0","0","11011000","単勝なし-複勝なし-枠連あり-馬連なし-馬単なし-ワイドあり-３連複あり-３連単あり","1","1","0","1","1","0","0","0","単勝なし","複勝なし","枠連あり","馬連なし","馬単なし","ワイドあり","３連複あり","３連単あり","","","",""
"a_bac","sold_flag","馬券発売フラグ","0","0","0","11011001","単勝なし-複勝なし-枠連あり-馬連なし-馬単なし-ワイドあり-３連複あり-３連単なし","1","1","0","1","1","0","0","1","単勝なし","複勝なし","枠連あり","馬連なし","馬単なし","ワイドあり","３連複あり","３連単なし","","","",""
"a_bac","sold_flag","馬券発売フラグ","0","0","0","11011010","単勝なし-複勝なし-枠連あり-馬連なし-馬単なし-ワイドあり-３連複なし-３連単あり","1","1","0","1","1","0","1","0","単勝なし","複勝なし","枠連あり","馬連なし","馬単なし","ワイドあり","３連複なし","３連単あり","","","",""
"a_bac","sold_flag","馬券発売フラグ","0","0","0","11011011","単勝なし-複勝なし-枠連あり-馬連なし-馬単なし-ワイドあり-３連複なし-３連単なし","1","1","0","1","1","0","1","1","単勝なし","複勝なし","枠連あり","馬連なし","馬単なし","ワイドあり","３連複なし","３連単なし","","","",""
"a_bac","sold_flag","馬券発売フラグ","0","0","0","11011100","単勝なし-複勝なし-枠連あり-馬連なし-馬単なし-ワイドなし-３連複あり-３連単あり","1","1","0","1","1","1","0","0","単勝なし","複勝なし","枠連あり","馬連なし","馬単なし","ワイドなし","３連複あり","３連単あり","","","",""
"a_bac","sold_flag","馬券発売フラグ","0","0","0","11011101","単勝なし-複勝なし-枠連あり-馬連なし-馬単なし-ワイドなし-３連複あり-３連単なし","1","1","0","1","1","1","0","1","単勝なし","複勝なし","枠連あり","馬連なし","馬単なし","ワイドなし","３連複あり","３連単なし","","","",""
"a_bac","sold_flag","馬券発売フラグ","0","0","0","11011110","単勝なし-複勝なし-枠連あり-馬連なし-馬単なし-ワイドなし-３連複なし-３連単あり","1","1","0","1","1","1","1","0","単勝なし","複勝なし","枠連あり","馬連なし","馬単なし","ワイドなし","３連複なし","３連単あり","","","",""
"a_bac","sold_flag","馬券発売フラグ","0","0","0","11011111","単勝なし-複勝なし-枠連あり-馬連なし-馬単なし-ワイドなし-３連複なし-３連単なし","1","1","0","1","1","1","1","1","単勝なし","複勝なし","枠連あり","馬連なし","馬単なし","ワイドなし","３連複なし","３連単なし","","","",""
"a_bac","sold_flag","馬券発売フラグ","0","0","0","11100000","単勝なし-複勝なし-枠連なし-馬連あり-馬単あり-ワイドあり-３連複あり-３連単あり","1","1","1","0","0","0","0","0","単勝なし","複勝なし","枠連なし","馬連あり","馬単あり","ワイドあり","３連複あり","３連単あり","","","",""
"a_bac","sold_flag","馬券発売フラグ","0","0","0","11100001","単勝なし-複勝なし-枠連なし-馬連あり-馬単あり-ワイドあり-３連複あり-３連単なし","1","1","1","0","0","0","0","1","単勝なし","複勝なし","枠連なし","馬連あり","馬単あり","ワイドあり","３連複あり","３連単なし","","","",""
"a_bac","sold_flag","馬券発売フラグ","0","0","0","11100010","単勝なし-複勝なし-枠連なし-馬連あり-馬単あり-ワイドあり-３連複なし-３連単あり","1","1","1","0","0","0","1","0","単勝なし","複勝なし","枠連なし","馬連あり","馬単あり","ワイドあり","３連複なし","３連単あり","","","",""
"a_bac","sold_flag","馬券発売フラグ","0","0","0","11100011","単勝なし-複勝なし-枠連なし-馬連あり-馬単あり-ワイドあり-３連複なし-３連単なし","1","1","1","0","0","0","1","1","単勝なし","複勝なし","枠連なし","馬連あり","馬単あり","ワイドあり","３連複なし","３連単なし","","","",""
"a_bac","sold_flag","馬券発売フラグ","0","0","0","11100100","単勝なし-複勝なし-枠連なし-馬連あり-馬単あり-ワイドなし-３連複あり-３連単あり","1","1","1","0","0","1","0","0","単勝なし","複勝なし","枠連なし","馬連あり","馬単あり","ワイドなし","３連複あり","３連単あり","","","",""
"a_bac","sold_flag","馬券発売フラグ","0","0","0","11100101","単勝なし-複勝なし-枠連なし-馬連あり-馬単あり-ワイドなし-３連複あり-３連単なし","1","1","1","0","0","1","0","1","単勝なし","複勝なし","枠連なし","馬連あり","馬単あり","ワイドなし","３連複あり","３連単なし","","","",""
"a_bac","sold_flag","馬券発売フラグ","0","0","0","11100110","単勝なし-複勝なし-枠連なし-馬連あり-馬単あり-ワイドなし-３連複なし-３連単あり","1","1","1","0","0","1","1","0","単勝なし","複勝なし","枠連なし","馬連あり","馬単あり","ワイドなし","３連複なし","３連単あり","","","",""
"a_bac","sold_flag","馬券発売フラグ","0","0","0","11100111","単勝なし-複勝なし-枠連なし-馬連あり-馬単あり-ワイドなし-３連複なし-３連単なし","1","1","1","0","0","1","1","1","単勝なし","複勝なし","枠連なし","馬連あり","馬単あり","ワイドなし","３連複なし","３連単なし","","","",""
"a_bac","sold_flag","馬券発売フラグ","0","0","0","11101000","単勝なし-複勝なし-枠連なし-馬連あり-馬単なし-ワイドあり-３連複あり-３連単あり","1","1","1","0","1","0","0","0","単勝なし","複勝なし","枠連なし","馬連あり","馬単なし","ワイドあり","３連複あり","３連単あり","","","",""
"a_bac","sold_flag","馬券発売フラグ","0","0","0","11101001","単勝なし-複勝なし-枠連なし-馬連あり-馬単なし-ワイドあり-３連複あり-３連単なし","1","1","1","0","1","0","0","1","単勝なし","複勝なし","枠連なし","馬連あり","馬単なし","ワイドあり","３連複あり","３連単なし","","","",""
"a_bac","sold_flag","馬券発売フラグ","0","0","0","11101010","単勝なし-複勝なし-枠連なし-馬連あり-馬単なし-ワイドあり-３連複なし-３連単あり","1","1","1","0","1","0","1","0","単勝なし","複勝なし","枠連なし","馬連あり","馬単なし","ワイドあり","３連複なし","３連単あり","","","",""
"a_bac","sold_flag","馬券発売フラグ","0","0","0","11101011","単勝なし-複勝なし-枠連なし-馬連あり-馬単なし-ワイドあり-３連複なし-３連単なし","1","1","1","0","1","0","1","1","単勝なし","複勝なし","枠連なし","馬連あり","馬単なし","ワイドあり","３連複なし","３連単なし","","","",""
"a_bac","sold_flag","馬券発売フラグ","0","0","0","11101100","単勝なし-複勝なし-枠連なし-馬連あり-馬単なし-ワイドなし-３連複あり-３連単あり","1","1","1","0","1","1","0","0","単勝なし","複勝なし","枠連なし","馬連あり","馬単なし","ワイドなし","３連複あり","３連単あり","","","",""
"a_bac","sold_flag","馬券発売フラグ","0","0","0","11101101","単勝なし-複勝なし-枠連なし-馬連あり-馬単なし-ワイドなし-３連複あり-３連単なし","1","1","1","0","1","1","0","1","単勝なし","複勝なし","枠連なし","馬連あり","馬単なし","ワイドなし","３連複あり","３連単なし","","","",""
"a_bac","sold_flag","馬券発売フラグ","0","0","0","11101110","単勝なし-複勝なし-枠連なし-馬連あり-馬単なし-ワイドなし-３連複なし-３連単あり","1","1","1","0","1","1","1","0","単勝なし","複勝なし","枠連なし","馬連あり","馬単なし","ワイドなし","３連複なし","３連単あり","","","",""
"a_bac","sold_flag","馬券発売フラグ","0","0","0","11101111","単勝なし-複勝なし-枠連なし-馬連あり-馬単なし-ワイドなし-３連複なし-３連単なし","1","1","1","0","1","1","1","1","単勝なし","複勝なし","枠連なし","馬連あり","馬単なし","ワイドなし","３連複なし","３連単なし","","","",""
"a_bac","sold_flag","馬券発売フラグ","0","0","0","11110000","単勝なし-複勝なし-枠連なし-馬連なし-馬単あり-ワイドあり-３連複あり-３連単あり","1","1","1","1","0","0","0","0","単勝なし","複勝なし","枠連なし","馬連なし","馬単あり","ワイドあり","３連複あり","３連単あり","","","",""
"a_bac","sold_flag","馬券発売フラグ","0","0","0","11110001","単勝なし-複勝なし-枠連なし-馬連なし-馬単あり-ワイドあり-３連複あり-３連単なし","1","1","1","1","0","0","0","1","単勝なし","複勝なし","枠連なし","馬連なし","馬単あり","ワイドあり","３連複あり","３連単なし","","","",""
"a_bac","sold_flag","馬券発売フラグ","0","0","0","11110010","単勝なし-複勝なし-枠連なし-馬連なし-馬単あり-ワイドあり-３連複なし-３連単あり","1","1","1","1","0","0","1","0","単勝なし","複勝なし","枠連なし","馬連なし","馬単あり","ワイドあり","３連複なし","３連単あり","","","",""
"a_bac","sold_flag","馬券発売フラグ","0","0","0","11110011","単勝なし-複勝なし-枠連なし-馬連なし-馬単あり-ワイドあり-３連複なし-３連単なし","1","1","1","1","0","0","1","1","単勝なし","複勝なし","枠連なし","馬連なし","馬単あり","ワイドあり","３連複なし","３連単なし","","","",""
"a_bac","sold_flag","馬券発売フラグ","0","0","0","11110100","単勝なし-複勝なし-枠連なし-馬連なし-馬単あり-ワイドなし-３連複あり-３連単あり","1","1","1","1","0","1","0","0","単勝なし","複勝なし","枠連なし","馬連なし","馬単あり","ワイドなし","３連複あり","３連単あり","","","",""
"a_bac","sold_flag","馬券発売フラグ","0","0","0","11110101","単勝なし-複勝なし-枠連なし-馬連なし-馬単あり-ワイドなし-３連複あり-３連単なし","1","1","1","1","0","1","0","1","単勝なし","複勝なし","枠連なし","馬連なし","馬単あり","ワイドなし","３連複あり","３連単なし","","","",""
"a_bac","sold_flag","馬券発売フラグ","0","0","0","11110110","単勝なし-複勝なし-枠連なし-馬連なし-馬単あり-ワイドなし-３連複なし-３連単あり","1","1","1","1","0","1","1","0","単勝なし","複勝なし","枠連なし","馬連なし","馬単あり","ワイドなし","３連複なし","３連単あり","","","",""
"a_bac","sold_flag","馬券発売フラグ","0","0","0","11110111","単勝なし-複勝なし-枠連なし-馬連なし-馬単あり-ワイドなし-３連複なし-３連単なし","1","1","1","1","0","1","1","1","単勝なし","複勝なし","枠連なし","馬連なし","馬単あり","ワイドなし","３連複なし","３連単なし","","","",""
"a_bac","sold_flag","馬券発売フラグ","0","0","0","11111000","単勝なし-複勝なし-枠連なし-馬連なし-馬単なし-ワイドあり-３連複あり-３連単あり","1","1","1","1","1","0","0","0","単勝なし","複勝なし","枠連なし","馬連なし","馬単なし","ワイドあり","３連複あり","３連単あり","","","",""
"a_bac","sold_flag","馬券発売フラグ","0","0","0","11111001","単勝なし-複勝なし-枠連なし-馬連なし-馬単なし-ワイドあり-３連複あり-３連単なし","1","1","1","1","1","0","0","1","単勝なし","複勝なし","枠連なし","馬連なし","馬単なし","ワイドあり","３連複あり","３連単なし","","","",""
"a_bac","sold_flag","馬券発売フラグ","0","0","0","11111010","単勝なし-複勝なし-枠連なし-馬連なし-馬単なし-ワイドあり-３連複なし-３連単あり","1","1","1","1","1","0","1","0","単勝なし","複勝なし","枠連なし","馬連なし","馬単なし","ワイドあり","３連複なし","３連単あり","","","",""
"a_bac","sold_flag","馬券発売フラグ","0","0","0","11111011","単勝なし-複勝なし-枠連なし-馬連なし-馬単なし-ワイドあり-３連複なし-３連単なし","1","1","1","1","1","0","1","1","単勝なし","複勝なし","枠連なし","馬連なし","馬単なし","ワイドあり","３連複なし","３連単なし","","","",""
"a_bac","sold_flag","馬券発売フラグ","0","0","0","11111100","単勝なし-複勝なし-枠連なし-馬連なし-馬単なし-ワイドなし-３連複あり-３連単あり","1","1","1","1","1","1","0","0","単勝なし","複勝なし","枠連なし","馬連なし","馬単なし","ワイドなし","３連複あり","３連単あり","","","",""
"a_bac","sold_flag","馬券発売フラグ","0","0","0","11111101","単勝なし-複勝なし-枠連なし-馬連なし-馬単なし-ワイドなし-３連複あり-３連単なし","1","1","1","1","1","1","0","1","単勝なし","複勝なし","枠連なし","馬連なし","馬単なし","ワイドなし","３連複あり","３連単なし","","","",""
"a_bac","sold_flag","馬券発売フラグ","0","0","0","11111110","単勝なし-複勝なし-枠連なし-馬連なし-馬単なし-ワイドなし-３連複なし-３連単あり","1","1","1","1","1","1","1","0","単勝なし","複勝なし","枠連なし","馬連なし","馬単なし","ワイドなし","３連複なし","３連単あり","","","",""
"a_bac","sold_flag","馬券発売フラグ","0","0","0","11111111","単勝なし-複勝なし-枠連なし-馬連なし-馬単なし-ワイドなし-３連複なし-３連単なし","1","1","1","1","1","1","1","1","単勝なし","複勝なし","枠連なし","馬連なし","馬単なし","ワイドなし","３連複なし","３連単なし","","","",""
"a_bac","win5flag","WIN5フラグ","0","0","0","1","","","","","","","","","","","","","","","","","","","","",""
"a_bac","win5flag","WIN5フラグ","0","0","0","2","","","","","","","","","","","","","","","","","","","","",""
"a_bac","win5flag","WIN5フラグ","0","0","0","3","","","","","","","","","","","","","","","","","","","","",""
"a_bac","win5flag","WIN5フラグ","0","0","0","4","","","","","","","","","","","","","","","","","","","","",""
"a_bac","win5flag","WIN5フラグ","0","0","0","5","","","","","","","","","","","","","","","","","","","","",""
"a_kab","held_class","開催区分","0","0","0","1","関東","","","","","","","","","","","","","","","","","","","",""
"a_kab","held_class","開催区分","0","0","0","2","関西","","","","","","","","","","","","","","","","","","","",""
"a_kab","held_class","開催区分","0","0","0","3","ローカル","","","","","","","","","","","","","","","","","","","",""
"a_kab","day_of_week","曜日","0","0","0","日","日","","","","","","","","","","","","","","","","","","","",""
"a_kab","day_of_week","曜日","0","0","0","月","月","","","","","","","","","","","","","","","","","","","",""
"a_kab","day_of_week","曜日","0","0","0","火","火","","","","","","","","","","","","","","","","","","","",""
"a_kab","day_of_week","曜日","0","0","0","水","水","","","","","","","","","","","","","","","","","","","",""
"a_kab","day_of_week","曜日","0","0","0","木","木","","","","","","","","","","","","","","","","","","","",""
"a_kab","day_of_week","曜日","0","0","0","金","金","","","","","","","","","","","","","","","","","","","",""
"a_kab","day_of_week","曜日","0","0","0","土","土","","","","","","","","","","","","","","","","","","","",""
"a_kab","field_name","場名","0","0","0","函館","函館","","","","","","","","","","","","","","","","","","","",""
"a_kab","field_name","場名","0","0","0","札幌","札幌","","","","","","","","","","","","","","","","","","","",""
"a_kab","field_name","場名","0","0","0","福島","福島","","","","","","","","","","","","","","","","","","","",""
"a_kab","field_name","場名","0","0","0","中京","中京","","","","","","","","","","","","","","","","","","","",""
"a_kab","field_name","場名","0","0","0","小倉","小倉","","","","","","","","","","","","","","","","","","","",""
"a_kab","field_name","場名","0","0","0","新潟","新潟","","","","","","","","","","","","","","","","","","","",""
"a_kab","field_name","場名","0","0","0","阪神","阪神","","","","","","","","","","","","","","","","","","","",""
"a_kab","field_name","場名","0","0","0","中山","中山","","","","","","","","","","","","","","","","","","","",""
"a_kab","field_name","場名","0","0","0","東京","東京","","","","","","","","","","","","","","","","","","","",""
"a_kab","field_name","場名","0","0","0","京都","京都","","","","","","","","","","","","","","","","","","","",""
"a_kab","weather_code","天候コード","0","0","0","1","晴","","","","","","","","","","","","","","","","","","","",""
"a_kab","weather_code","天候コード","0","0","0","2","曇","","","","","","","","","","","","","","","","","","","",""
"a_kab","weather_code","天候コード","0","0","0","3","小雨","","","","","","","","","","","","","","","","","","","",""
"a_kab","weather_code","天候コード","0","0","0","4","雨","","","","","","","","","","","","","","","","","","","",""
"a_kab","weather_code","天候コード","0","0","0","5","小雪","","","","","","","","","","","","","","","","","","","",""
"a_kab","weather_code","天候コード","0","0","0","6","雪","","","","","","","","","","","","","","","","","","","",""
"a_kab","grass_field_status_code","芝馬場状態コード","0","0","0","1","絶好","4","","","","","","","","","","","","","","","","4","","",""
"a_kab","grass_field_status_code","芝馬場状態コード","0","0","0","2","良","3","","","","","","","","","","","","","","","","3","","",""
"a_kab","grass_field_status_code","芝馬場状態コード","0","0","0","3","稍荒","2","","","","","","","","","","","","","","","","2","","",""
"a_kab","grass_field_status_code","芝馬場状態コード","0","0","0","4","荒？","1","","","","","","","","","","","","","","","","1","","",""
"a_kab","grass_field_status_inner","芝馬場状態内","0","0","0","1","絶好","","","","","","","","","","","","","","","","","4","","",""
"a_kab","grass_field_status_inner","芝馬場状態内","0","0","0","2","良","","","","","","","","","","","","","","","","","3","","",""
"a_kab","grass_field_status_inner","芝馬場状態内","0","0","0","3","稍荒","","","","","","","","","","","","","","","","","2","","",""
"a_kab","grass_field_status_inner","芝馬場状態内","0","0","0","4","荒","","","","","","","","","","","","","","","","","1","","",""
"a_kab","grass_field_status_middle","芝馬場状態中","0","0","0","1","絶好","","","","","","","","","","","","","","","","","4","","",""
"a_kab","grass_field_status_middle","芝馬場状態中","0","0","0","2","良","","","","","","","","","","","","","","","","","3","","",""
"a_kab","grass_field_status_middle","芝馬場状態中","0","0","0","3","稍荒","","","","","","","","","","","","","","","","","2","","",""
"a_kab","grass_field_status_middle","芝馬場状態中","0","0","0","4","荒","","","","","","","","","","","","","","","","","1","","",""
"a_kab","grass_field_status_outer","芝馬場状態外","0","0","0","1","絶好","","","","","","","","","","","","","","","","","4","","",""
"a_kab","grass_field_status_outer","芝馬場状態外","0","0","0","2","良","","","","","","","","","","","","","","","","","3","","",""
"a_kab","grass_field_status_outer","芝馬場状態外","0","0","0","3","稍荒","","","","","","","","","","","","","","","","","2","","",""
"a_kab","grass_field_status_outer","芝馬場状態外","0","0","0","4","荒","","","","","","","","","","","","","","","","","1","","",""
"a_kab","dart_field_status_code","ダ馬場状態コード","0","0","0","1","絶好","","","","","","","","","","","","","","","","","4","","",""
"a_kab","dart_field_status_code","ダ馬場状態コード","0","0","0","2","良","","","","","","","","","","","","","","","","","3","","",""
"a_kab","dart_field_status_code","ダ馬場状態コード","0","0","0","3","稍荒","","","","","","","","","","","","","","","","","2","","",""
"a_kab","dart_field_status_code","ダ馬場状態コード","0","0","0","4","荒？","","","","","","","","","","","","","","","","","1","","",""
